Date,Retweets,Replies,Likes,Quotes,Tweet
2020-11-18T01:16:39.000Z,0,0,0,0,"01/20 “You just breathe the air and that’s how it’s passed"" ""It’s also more deadly than even your strenuous flus.” “I still like playing it down,” 587,000 Covid 19 deaths ESTIMATED by 03/2021..&amp; 11/20 STILL KILLING AMERICANS w help from the GOP .#wewillneverforget  @AOC @TheView https://t.co/TNUkyNApZO"
2020-11-18T01:16:39.000Z,0,0,0,0,"I'm not surprised the I'm a celeb cast know about the ""R and R"" joining. 

It's rural Wales... everyone needed multiple covid tests... I'd be surprised if they all hadn't met🧐

Oh and all of reality TV is scripted."
2020-11-18T01:16:39.000Z,0,0,0,0,"@amaurotinesoul My home life is just a mess and with covid having me stay at home more, it's only getting worse :/"
2020-11-18T01:16:38.000Z,0,0,1,0,Comrade covid strikes again https://t.co/Rm9bXVJBgV
2020-11-18T01:16:38.000Z,0,0,0,0,"@JenniferJJacobs Hello! everyone. My country the Gambia is in a bad situation due to the covid-19, we have been in lockdown since February, things are very tough and hard on us here, me and my family are very sad and worried no proper food to eat at home. Please donate us as we see no alternative"
2020-11-18T01:16:38.000Z,0,0,0,0,"@AllanForsyth Due to Covid, they’re all on back order"
2020-11-18T01:16:38.000Z,0,0,0,0,Christmas orders 'may not arrive on time' as COVID and Brexit stockpiling cripple major UK port - Sky News https://t.co/5IcofuEhyU
2020-11-18T01:16:38.000Z,0,0,0,0,Is it just me or does our PM look like he’s got Covid again 😬😬😬😬😬 #ihopeimwrong https://t.co/TetowrcYv4
2020-11-18T01:16:37.000Z,0,0,0,0,Area COVID testing sites stretched thin https://t.co/sDimzojPky
2020-11-18T01:16:37.000Z,0,0,0,0,@ChrisCuomo He called a spade a spade...  And if Pelosi wasnt such a heartless B you would have had that Covid relief months ago.
2020-11-18T01:16:37.000Z,0,0,0,0,"@realDonaldTrump Canada also has universal healthcare and provided much more COVID stimulus to its residents. 

You like socialism now?"
2020-11-18T01:16:37.000Z,0,0,0,0,"Today is exactly 1 year since the appearance of covid-9.

I can't say I wish Corona a Happy anything,  so just Birthday will do."
2020-11-18T01:16:37.000Z,0,0,0,0,COVID- GRASSLEY ON SENATE FLOOR MONDAY- SOT TUE0259-Iowa Republican Senator Chuck Grassley has tested positive for COVID 19. The 87 yr old missed his first roll call vote in 27 years Tues while quarantining after being exposed to the coronavirus. He spoke about the surge Monday. https://t.co/UcuizyLHGN
2020-11-18T01:16:36.000Z,0,0,0,0,"@NameCan90482029 @bodacious99 @SteveStaeger @9NEWS Influenza is now included in this since the “flu virus” has been eradicated. The flu..over 100,000 die from the flu every year and what did you do to prevent this before covid?"
2020-11-18T01:16:36.000Z,0,0,0,0,Bitcoin adoption is likely to increase with the second wave of COVID-19. Pierre Rochard believes that adoption is slow due to a lack of mainstream media co...Read more: https://t.co/mcxaXwO4fE
