created_at,id,text,retweets,replies,likes,quotes,date,time,polarity,subjectivity,filter
2020-11-21 14:42:09+00:00,1330159568903692292,"@freep If you believe masks and 6 ft social distancing work, here's your plan: stay home. When you do on very rare occasions go out, mask up and stay 6 ft away from everyone. You'll never, ever get covid (by your logic). Everyone who feels as you do is able to do the same. Simple.",0.0,0.0,0.0,0.0,2020-11-21,14:42:00,0.18466666666666667,0.43476190476190474,distance
2020-11-21 14:42:51+00:00,1330159747350351875,"Special thanks you to @BoschendalWines for the bubble. The #KayaBookClub was Covid-19 regulation compliment, social distancing and sanitizing was practiced. #ReclaimSummer https://t.co/o8bcWDMUkp",0.0,0.0,0.0,0.0,2020-11-21,14:43:00,0.19682539682539682,0.2793650793650793,distance
2020-11-21 14:42:38+00:00,1330159694481149952,"It’s not SCIENCE; it’s COMPLIANCE: Fauci says masks, social distancing will be required even AFTER a COVID-19 vaccine that is supposedly 90 percent effective https://t.co/c2Whzzqas9",0.0,0.0,0.0,0.0,2020-11-21,14:43:00,0.31666666666666665,0.43333333333333335,distance
2020-11-21 14:42:53+00:00,1330159755378249729,"@Jill_Jorgensen PreK and Kindergarten students are exempt from Covid testing in school, and they have the hardest time social distancing and keeping/putting on their masks!",0.0,0.0,0.0,0.0,2020-11-21,14:43:00,0.041666666666666664,0.06666666666666667,distance
2020-11-21 14:44:32+00:00,1330160168684937235,"@CityofAtlanta @KeishaBottoms @ATLWatershed Oh, look at me hugging on China Joe wearing no mask and no social distancing potentially spreading Covid. Keisha Bottoms is a hypocrite
Wishing our President-Elect @joebiden  a VERY Happy Birthday from the great Blue state of Joe’gia! https://t.co/xtxgCP1Fky",0.0,0.0,0.0,0.0,2020-11-21,14:45:00,0.35666666666666663,0.5833333333333333,distance
2020-11-21 14:44:29+00:00,1330160157591031808,"Special thank you to @BoschendalWines for the bubbles. The #KayaBookClub was Covid-19 regulation compliment, social distancing and sanitizing was practiced. #ReclaimSummer https://t.co/7ezOCWlys8",0.0,0.0,0.0,0.0,2020-11-21,14:44:00,0.19523809523809524,0.319047619047619,distance
2020-11-21 14:45:42+00:00,1330160463892647937,"@Alyssafarah @IvankaTrump I cannot believe the tragedy of Covid in America! Here in Australia, we are doing everything to stop it.... lockdowns, masks, social distancing and border closures have all played a part in our success. And Trump does.... nothing! The numbers affected are shocking!",0.0,0.0,0.0,0.0,2020-11-21,14:46:00,-0.19722222222222222,0.35555555555555557,distance
2020-11-21 14:46:05+00:00,1330160559959003137,"@thehill Sanctity of life includes doing everything you can to save lives from Covid. That includes publicly supporting mask mandates, mandating social distancing and providing funds to ppl/businesses suffering, expediting transition to Biden presidency. @VP",0.0,0.0,0.0,0.0,2020-11-21,14:46:00,0.14166666666666666,0.15833333333333333,distance
2020-11-21 14:46:03+00:00,1330160553076137985,"@JoeBiden Where is the mask and social distancing? Super Spreader? No wonder we are seeing an increase in Covid cases! First victory parties and now birthday bash?? Wondering how many deaths you will be responsible for, like you blamed our president. https://t.co/UBG3sNpZAG",0.0,0.0,0.0,0.0,2020-11-21,14:46:00,0.27999999999999997,0.42333333333333334,distance
2020-11-21 14:46:36+00:00,1330160689462325254,"@Lord_Sugar DUH!! That is literally the fucking problem. Your family/employees have not social distanced well enough, caught covid but are symptom free, will have spread it to others who may now get seriously ill &amp; need hospital treatment which clogs up the NHS! THIS IS WHY IT'S A PANDEMIC!",0.0,0.0,0.0,0.0,2020-11-21,14:47:00,-0.24444444444444446,0.6277777777777778,distance
2020-11-21 14:46:34+00:00,1330160682013220864,@castlvillageman David Icke is very quiet on Twitter  - perhaps he's  in hospital with Covid  for failing to wear masks and observe social distancing. Likewise Piers Corbyn?,0.0,0.0,0.0,0.0,2020-11-21,14:47:00,0.016666666666666666,0.25,distance
2020-11-21 14:46:23+00:00,1330160638019194883,@CoachOfAllTrade @ProFootballTalk CDC literally said you could make an exception to go vote with covid. But you’re worried about an outdoor event with social distancing measures in place?  Jesus.,0.0,0.0,0.0,0.0,2020-11-21,14:46:00,0.03333333333333333,0.06666666666666667,distance
2020-11-21 14:46:45+00:00,1330160729392091136,"@pulte cool people wearing their mask incorrectly and not social distancing, touching food, then going back to their families. This is why covid is this big an issue.",0.0,0.0,0.0,0.0,2020-11-21,14:47:00,0.16666666666666666,0.26333333333333336,distance
2020-11-21 14:46:44+00:00,1330160725654966272,"@Zigmanfreud @latimes Focusing on masks is simply a psychological operation to control people. The elite don’t wear masks. They have parties and dinners and don’t social distance. The focus should be nutrition, prevention, early treatment. In Japan, they found severe covid patients were zinc deficient",0.0,0.0,0.0,0.0,2020-11-21,14:47:00,-0.06666666666666668,0.29166666666666663,distance
2020-11-21 14:47:51+00:00,1330161003594723332,"@MrsSarahMurray @magicmiz @Pierceck2 @carlheneghan @spectator @MichaelYeadon3 Need to spend a bit more as it's only 40-60% effective, yet a covid vaccine is 90+% effective. No social distancing for flu ever, no masks for flu ever. Only stating facts. Oh yes I ain't a anti vac man had flu Jab for years. So let's disrupt a economy, get masks etc etc,",0.0,0.0,0.0,0.0,2020-11-21,14:48:00,0.2805555555555556,0.6944444444444443,distance
2020-11-21 14:48:38+00:00,1330161203662950401,"@davidmweissman Lib: People are getting covid because they are not wearing masks and social distancing.

Me: The Flu, common cold, and other respiratory illnesses like pneumonia are down 90% this year.

Lib: Duh, because people are social distancing and wearing masks. 

Me: https://t.co/GP4X7fdDtB",0.0,0.0,0.0,0.0,2020-11-21,14:49:00,-0.201984126984127,0.4138888888888889,distance
